model,task,source_set,code,name,stage,pillar,score,verdict,confidence,evidence
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,A.1,Frame-Lock & Tunnel Vision,A,P2,2,HIT,0.7,"Section A, issue A1: 'the hypothesis space was therefore bounded by the simulator's parameter names before any data arrived, which is precisely why the genuinely novel competitor — a tonic leak with no dynamics at all — had to be handed to the agent by an adversarial child 145 calls later'. H2/H3 were just the other settings of the info call's reference_model schema."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,A.2,Unfalsifiable Hypothesis,A,P3,2,HIT,0.75,"Section C, issue C7: P5's H1 band [-40,-2] is 38 spikes wide against a reference count of 36.9 — H1 'is given a band it cannot miss' while H3 gets a knife-edge null; issue C6 adds that both test-window calibers land in-band so 'this probe cannot falsify not-H1'."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,A.4,Feasibility Misjudgement,A,P4,1,PARTIAL,0.55,"Section A, issue A2: the plan allocated 8 reps across 6 protocols 'guaranteeing 1-2 reps per point' although the agent had already measured per-rep sds of 1.17-2.98, so 'the standard error exceeds the size of several of the effects being adjudicated'."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,A.6,Hypothesis-Experiment Mismatch,A,P1,2,HIT,0.75,"Section C, issue C1: the subsampled voltage array means 'the adaptation dynamics at the heart of H1 were unmeasurable from the start'; issue C2: 'Six scalars cannot separate six mechanisms'."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,B.3,Unvetted Data Quality & Units,B,P4,1,PARTIAL,0.55,"Section B, issue B3: the subtraction baselines are 'single noisy draws treated thereafter as exact' — the same protocol re-drawn gave 27.5 vs 26.2, and differences of 0.2-0.8 spikes are read as fit quality when sampling error is of equal or larger size."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,C.1,Circular Validation & Shortcut Reliance,C,P3,2,HIT,0.75,"Section C, issue C3: P7's band [-12,-2.1] was preregistered at [112] after the observation it adjudicates landed at [84], so -7.0 'sits comfortably mid-band', and the landing is reported as 'supports H1, independently reconfirms the kill of H3'; Sentence-by-Sentence Checklist row 8 is a fail."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,C.4,Execution Faults & Numerical Instability,C,P4,1,PARTIAL,0.5,"Section C, issue C5: the eval loader takes pool[-1] — 'whichever matching file was written last' — so every landed metric 'depends on filesystem mtime ordering', one out-of-order write away from silently scoring the wrong protocol."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,C.5,Infrastructure Error Misdiagnosis,C,P4,1,PARTIAL,0.5,"Section C, issue C1: the report attributes P1/P2's failure to 'raw waveform not persisted' when the cause is the subsampled observable, locating 'the fault in the probe's file-loading path… and it therefore concludes the problem is recoverable'; Section X, issue X2: a structural impossibility is misattributed to budget."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.1,Artifacts as Insights,D,P1,1,PARTIAL,0.55,"Section C, issue C4: P6 (|z|=1.07) is used in section 4 as one of two probes that 'refute H2's null prediction' and P9 (|z|=1.47) as 'independent reconfirmation', though both are 'consistent with zero'."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.3,Statistical Misuse,D,P3,2,HIT,0.85,"Section C, issue C4 computes z-scores the agent never did: P6 |z|=1.07 and P9 |z|=1.47 are 'consistent with zero' yet cited as refutation/reconfirmation; Section B, issue B3: 'Nothing anywhere in the campaign attaches an interval to a simulated constant.'"
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.4,Method-Conclusion Disconnect,D,P1,2,HIT,0.75,"Section D, issues D5/D6: section 10 points the forecast score at proposition (ii) although 'the agent never produced an H5-based forecast to compare against' and the forecast is mechanism-agnostic; Checklist rows 4 and 25 are fails (the 'deviation <=3' claim contradicted by the parent's own 4.0/4.6 deviations)."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.5,Baseline & Ablation Deficit,D,P2,2,HIT,0.6,"Section F, issue F3: 'Not one attack triggered a new measurement, even where the measurement was free' — the M-vs-leak discrimination simulations cost 0, and 'H5/H6 therefore end the campaign LIVE by choice, not by budget.'"
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.7,Unremediated Adversarial Evidence,D,P3,2,HIT,0.7,"Section D, issue D3: on the one discriminating protocol 'the static leak wins' (deviation 1.8 vs 2.6-4.4 for M candidates), disclosed in sections 5/7 but 'section 1 still calls I_M the best single-mechanism fit'; issue D5: section 10 re-inflates the claim SCOPED had deflated."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,E.1,Report-Code Traceability Gap,E,P1,2,HIT,0.8,"Section C, issue C10: the forecast's constants 26.5, 21.8 and factors 0.70/0.62/0.73 'appear in no tool return anywhere in the log'; Section E, issue E2: 'A reader cannot distinguish the three provenance classes from the document'; issue D4: the '<=3' figure is recoverable only from the child transcript and contradicted by the parent's own simulations."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,E.2,Overclaiming & Selective Narrative,E,P3,2,HIT,0.7,"Section X, issue X5: the report 'states each problem and its unqualified counter-claim', with favourable phrasing in headline positions (section 1 opening, section 10 closing), 'functionally similar to concealment'; Section C, issue C9: section 2 lists H4: REFUTED 'as though three independent mechanisms were eliminated' when H4 was a relabelled band."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,E.3,Omission of Critical Limitations,E,P3,1,PARTIAL,0.55,"Section A, issue A1: 'The report never mentions that H1 came from the prior; section 1 presents it as the campaign's central hypothesis under test'; Section D, issue D4: neither the child's g=0.15 value nor the arm discrepancy is mentioned."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,F.2,Failure to Gate Critical Flaws,F,P2,1,PARTIAL,0.55,"Section F, issue F2: the parent drafted the triumphant SUPPORTED report at [172] while the adversary was still running — 'Had the child crashed, timed out, or written to a different path… the shipped conclusion would have been the unqualified SUPPORTED claim.'"
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,F.3,Lack of Adversarial Perspective,F,P2,1,PARTIAL,0.55,"Section F, issue F5: 'No verification was performed on the one artifact that was actually scored' — the forecast received no sensitivity check, no alternative-mechanism forecast, no uncertainty estimate, and no re-derivation."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,F.4,Uncorrected Self-Awareness,F,P2,2,HIT,0.8,"Section D, issue D1: the agent's own G6 attack states the H1/H2 kill-logic asymmetry, yet 'The exemption survived into the shipped report anyway (sections 3, 5)'; Retraction/Correction Log #3 calls it 'a failure to act on a self-identified flaw'; Checklist row 17 is a fail, 'shipped unresolved'."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,X.1,Cascading Error Propagation,X,P4,2,HIT,0.8,"Section X, issue X2: 'A single upstream observable limitation propagated through every downstream stage and was never re-diagnosed at its source… One data-format limitation determines the campaign's entire terminal belief state.'"
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,X.2,Goal Drift,X,P3,2,HIT,0.65,"Section X, issue X3: 'Goal drift from mechanism discrimination to band bookkeeping' — prereg rejections steered band design, H4 was minted to carry a band, P7's band was fitted to known data, and 'the agent's effort allocation followed the gates rather than the science.'"
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,X.5,Teleological Reasoning,X,P3,2,HIT,0.8,"Section A, issue A1: H1 was handed verbatim in the text_prior field at call [11], 31 calls before the first claim_propose, with iron rule 6 cited; Section X, issue X4: 'the campaign spent its budget testing whether I_M fits rather than what mechanism class the data implies.'"
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,X.6,Right-for-the-Wrong-Reason,X,P1,2,HIT,0.85,"Section X, issue X1: 'the forecast's accuracy is anchor-driven, not mechanism-driven, so a 0.035 MSE does not validate I_M… section 10's use of the score as held-out-side increment for proposition (ii) is precisely the right-for-the-wrong-reason inference'; three of six forecasts are built directly on observed counts and one is a verbatim copy (issue C11)."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,X.8,Engineering Delivery Failure,X,P4,2,HIT,0.85,"Section C, issue C13: 'decision.json is an empty object… the delivered file is literally {}, 2 bytes', carrying none of problem/hypothesis/system/method/observable/result/conclusion; Core Verdict point (3)."
