model,task,source_set,code,name,stage,pillar,score,verdict,confidence,evidence
qwen38max,2026-08-27-na_fatigue__38max-direct-r1,unknown,E.2,Overclaiming & Selective Narrative,E,P3,1,PARTIAL,0.55,"Section D, issue D4: the calibration “taste data” draws a favourable conclusion from a half-tautology and “reads as a pass” (Checklist rows 10 and 23 ⚠️); issue E2: G4 is recorded as cleared “by a declaration” — “naming a resolution rather than performing one.”"
qwen38max,2026-08-27-na_fatigue__38max-direct-r1,unknown,F.1,Superficial Self-Review,F,P2,1,PARTIAL,0.55,"Section F, issue F3: “The verification chain that ran (metric_recompute, calibration, three gates) never touched the world” — all checks re-derive stored state and the killing bands were never re-examined against seed noise."
qwen38max,2026-08-27-na_fatigue__38max-direct-r1,unknown,F.2,Failure to Gate Critical Flaws,F,P2,2,HIT,0.65,"Section F, issue F2: “The one pre-submission self-check that mattered was never posed” — whether the forecast differs from what the null model alone would predict; issue F3: the verification chain that ran “never touched the world.”"
qwen38max,2026-08-27-na_fatigue__38max-direct-r1,unknown,F.4,Uncorrected Self-Awareness,F,P2,2,HIT,0.6,"Section C, issue C5: G19/G20, the adversary-named “only single-probe discriminators,” were declared “未测/not measured” while “sitting inside an already-paid-for trace”; Checklist row 18 ❌ confirms both quantities are present in the purchased 190-sample paired trace."
qwen38max,2026-08-27-na_fatigue__38max-direct-r1,unknown,X.1,Cascading Error Propagation,X,P4,2,HIT,0.85,"Section X, issue X1: “the run's largest scored errors trace to a single unmeasured number,” with the chain “free-simulation omission (B1) → unverified anchor (B2) → one-point-calibrated rule (C6) → irreversible submission → MSE 178.72.”"
qwen38max,2026-08-27-na_fatigue__38max-direct-r1,unknown,X.2,Goal Drift,X,P3,2,HIT,0.8,"Section X, issue X2 (“Goal drift”): “the six numbers that determined the entire score were produced in two tool calls… from the reference model,” while the surviving mechanism H10 and the fitted slowK g=0.2 candidate “contributed nothing” to the forecast."
qwen38max,2026-08-27-na_fatigue__38max-direct-r1,unknown,X.3,Skeptical Reasoning Deficit,X,P2,2,HIT,0.65,"Section D, issue D6: the strongly non-monotone reference f–I “was absorbed as a modelling premise instead of triggering an instrument-sanity check… the anomaly was promoted to a scaling law for the real cell.”"
qwen38max,2026-08-27-na_fatigue__38max-direct-r1,unknown,X.8,Engineering Delivery Failure,X,P4,1,PARTIAL,0.5,"Section C, issue C3: the delivered belief-state anchor's GRAVEYARD contains H4 SUPPORTED and three conflicting H7 rows — “the artifact a successor session would inherit forbids re-raising the supported null model,” and the 11-vs-9 discrepancy is never repaired."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,A.2,Unfalsifiable Hypothesis,A,P3,1,PARTIAL,0.5,"Section A, issue A2: H4 was registered at event 125, after the agent's own free simulations already contradicted its ±2 prediction, so the boring opponent had near-zero survival probability and the confirmation stage could only confirm."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,A.5,Metric Misalignment,A,P3,1,PARTIAL,0.55,"Section D, issue D4: P5's registered question asks about suppression of the subsequent test count while its metric is observation minus 36.9 over the whole protocol window, of which roughly 250 ms is the conditioning pulse."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,A.6,Hypothesis-Experiment Mismatch,A,P1,2,HIT,0.7,"Section C, issue C1: every landed metric is a scalar spike count and the two mechanisms left standing differ only in within-trace dynamics, exactly the dimension the campaign can no longer see. Section D, issue D7 adds that a memoryless leak lands inside P5/P7/P8/P9's H1 bands, so those probes cannot distinguish H1 from H5."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,B.3,Unvetted Data Quality & Units,B,P4,2,HIT,0.55,"Section B, issue B2: the campaign ends without ever establishing what spike_count counts — the promised trace-segment audit died with P1/P2. Section X, issue X2 calls the unverified window-semantics assumption one that propagated through four stages, cheaply checkable by rate arithmetic the agent never did."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,B.4,Shallow Search & Coverage Gaps,B,P2,1,PARTIAL,0.55,"Section B, issue B1: the one pool protocol whose effect sharply discriminates tau (brief hyperpol conditioning + test) was reference-simulated once at event 33 and then never touched again, though the M-vs-leak comparison on it was free."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,C.1,Circular Validation & Shortcut Reliance,C,P3,2,HIT,0.75,"Section F, issue F2 and Section D, issue D6: P8's H1 band [-13, -2.7] was constructed from the g=3 candidate's prediction of 19.0, the observation landed on exactly 19.0, and a band built around a fitted candidate's prediction on a similar protocol cannot fail that candidate."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,C.3,Implementation Discrepancy,C,P1,1,PARTIAL,0.5,"Section D, issue D4: the prereg question text admitted both window readings, but the delivered evalCommand implements the whole-window diff while the question claims the test-window count."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,C.4,Execution Faults & Numerical Instability,C,P4,1,PARTIAL,0.55,"Section C, issue C1: the evalCommands emitted bare NaN — invalid JSON — leaving P1/P2 stranded in RUNNING forever, a failure mode the pre-registration syntax self-check had literally displayed and written up as a clean error."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,C.6,Search Space Local Optimization,C,P2,2,HIT,0.7,"Section B, issue B3: the parent's candidate grid is g in {2.0, 2.5, 3.0} at a single tau=50 with mvh=-35 fixed by fiat; the only tau scan in the entire trajectory belonged to the grill child, so the headline parameter is pinned on an axis the agent never scanned itself."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,C.7,Premature Termination,C,P2,1,PARTIAL,0.45,"Section C, issue C8: the one place where waveform reasoning entered the run (P1a/P1b/P1c metric drafts) was abandoned at the first validator rejection."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,C.8,Environment Interaction Failure,C,P4,2,HIT,0.65,"Section C, issue C1: P1/P2/P3 depend on recovering the voltage trace from disk, but the ledger persists only scalar fields, so traces() found nothing and the evalCommands emitted bare NaN (invalid JSON), stranding the probes in RUNNING forever."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.2,Confirmation Bias,D,P3,1,PARTIAL,0.5,"Section D, issue D2: H1's registered prediction set ended 1-for-4 and the one miss is the waived one, yet the report still headlines the best-single-mechanism-fit claim the record does not support."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.3,Statistical Misuse,D,P3,2,HIT,0.7,"Section A, issue A4: the ±2 noise criterion that decided three hypotheses' deaths was asserted, never derived, though the agent's own sweeps give rep sd 1.27–3.14 (±2 is roughly 1.3σ). Section C, issue C3: no probe propagated baseline uncertainty into its branch decision; Section A, issue A3 notes four probes rest on single-rep observations."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.4,Method-Conclusion Disconnect,D,P1,2,HIT,0.8,"Section D, issue D3: the best-single-mechanism-fit claim rests on a two-alternative comparison on the step subfamily while the tuned leak fits every endpoint within 2.6, including the two where M misses by 3.4–5.0. Section D, issue D5: the held-out result is credited to voltage-dependent I_M though the suppression-ratio shape that matched is the leak's."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.5,Baseline & Ablation Deficit,D,P2,1,PARTIAL,0.55,"Section B, issue B4: RULINGS.md promised the naive reference-extrapolation baseline would be quantified in the reconciliation section, but the delivered report contains no such forecast or comparison; the parent also never tuned the leak alternative itself (Section D, issue D3)."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.6,Result Hallucination,D,P1,2,HIT,0.65,"Section C, issue C6: no computation in the log produces 26.5 or 21.8 — they are invented constants carrying two of the six scored numbers. Sentence-by-Sentence Checklist row 21 is the sole fail verdict for exactly this reason."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,D.7,Unremediated Adversarial Evidence,D,P3,2,HIT,0.7,"Section D, issue D7: G2's zero-occupancy consequence was asserted once and never propagated into the belief state it invalidates. Section D, issue D5: the numeric cross-protocol comparison that is the strongest argument in the run for H5 over H1 was never assembled."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,E.1,Report-Code Traceability Gap,E,P1,2,HIT,0.7,"Section E, issue E4: the full forecast derivation — the F factors, the 52 Hz late-segment rate, the residual-M adjustment — exists only in /root/.context/forecast-notes.md outside the run directory, so none of it is in the journal or world-ledger the report points to for exact values."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,E.2,Overclaiming & Selective Narrative,E,P3,2,HIT,0.65,"Section D, issue D3: §1's unqualified best-single-mechanism-fit claim and §3's step-family-all-hit framing quietly count a conditioning protocol as a step and present the favourable subfamily as the whole comparison. Checklist rows 2, 12 and 16 are all flagged partial for this framing."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,E.3,Omission of Critical Limitations,E,P3,1,PARTIAL,0.55,"Section E, issue E3: replication counts are reported as an aggregate (8/8) hiding that two-thirds of the landed evidence is n=1; the CONTESTED caveat exists but sits five sections away from the table that would need a per-row n column."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,E.4,Methodological & Citation Fabrication,E,P1,2,HIT,0.7,"Section E, issue E4 and Checklist row 21: §10 states the forecast's basis is I_M fit extrapolation, but the integers came from reference counts times hand-set suppression factors, with two of the reference counts invented outright."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,F.1,Superficial Self-Review,F,P2,2,HIT,0.6,"Section F, issue F3: the pre-declare self-check is a formatting linter and was the only automated check the report received — it would pass “RMS<1000” and any band it can parse; no check compares a report claim to a tool return unless it carries a probe tag."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,F.2,Failure to Gate Critical Flaws,F,P2,2,HIT,0.6,"Section F, issue F2: the verification tools that ran verify transcription, not validity, and the one probe whose band was built on a fitted prediction passed them perfectly; the invented reference constants and the misdescribed derivation channel also passed all three gates."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,F.3,Lack of Adversarial Perspective,F,P2,1,PARTIAL,0.5,"Section F, issue F4: landing at MSE 0.035 says something the agent never asked about — decomposing the too-good score is exactly the check the framework demands, and the report's entire engagement with the number is direction-and-magnitude-basically-hit."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,F.4,Uncorrected Self-Awareness,F,P2,2,HIT,0.6,"Section C, issue C4: the agent's own grill produced the correct objection (G6) to the G1 exemption, yet the register still shows H2 REFUTED by a branch from a probe whose branch logic was declared erroneous. Section X, issue X3: the composite effect is that no landed number was ever allowed to kill H1."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,X.1,Cascading Error Propagation,X,P4,2,HIT,0.65,"Section X, issue X2: one unverified assumption propagated through four stages (rulings → probe bands → interpretation → forecast derivation), each treating the previous stage's output as ground; the probe built to audit it was the one that failed."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,X.3,Skeptical Reasoning Deficit,X,P2,2,HIT,0.6,"Section F, issue F1: every decisive number produced by the adversarial review was accepted on the sub-agent's word, and the parent's own g=0.1 leak run contradicted the ≤2.6 claim without anyone reconciling them. Section F, issue F4: the near-perfect score was treated as a confirmation, never as a datum requiring decomposition."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,X.4,"""Honest-but-Hollow"" Output",X,P3,1,PARTIAL,0.5,"Section X, issue X4: the score was earned by the cheapest regularity in the run and the marginal value of the entire mechanism-identification campaign over a one-parameter ratio fit is small and unquantified in the report."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,X.5,Teleological Reasoning,X,P3,1,PARTIAL,0.45,"Section A, issue A2 and Section X, issue X3: H4 was manufactured after the evidence was in so the confirmation stage could only confirm, and the chain of self-issued exceptions had the composite effect that no landed number was ever allowed to kill H1."
qwen38max,2026-08-27-textbook_M__38max-direct-r1,unknown,X.6,Right-for-the-Wrong-Reason,X,P1,2,HIT,0.75,"One-Line Verdict: a winning extrapolation whose derivation (invented reference constants, leak-shaped suppression factors) is not the mechanism story the report tells. Section X, issue X1: the held-out score is evidence about the ratio model, not about I_M."
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,A.1,Frame-Lock & Tunnel Vision,A,P2,1,PARTIAL,0.6,"Section A, issue A1: despite the prior stating the current is “not a named textbook channel,” “the four registered hypotheses are precisely named textbook channels,” and the surviving H5 “was absent from the initial set and reverse-engineered from the data,” making the campaign “read like a confirmation tournament.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,A.6,Hypothesis-Experiment Mismatch,A,P1,1,PARTIAL,0.55,"Section A, issue A3: “all six probes froze metricSpec: ‘spikes’” and “this single design choice is what later forces H6 to stay LIVE”; Section C, issue C6: overlapping preregistered bands left “P2 structurally unable to discriminate H2 from H3.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,B.4,Shallow Search & Coverage Gaps,B,P2,1,PARTIAL,0.5,"Section B, issue B2: the “not simulable, period” conclusion on held-out labels “was reached by induction from six identical errors rather than by a documented check” of whether the meter accepts a protocol specification, and “became the load-bearing premise of the entire forecast design.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,C.1,Circular Validation & Shortcut Reliance,C,P3,1,PARTIAL,0.5,"Section D, issue D5 / Checklist row 12 (❌): the §4 self-assessment that band design “抓住了真实判别轴” is “structurally guaranteed by reference-centered H3 bands” — “the kind of ledger-cannot-fail self-praise that calibration bookkeeping invites.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,C.6,Search Space Local Optimization,C,P2,2,HIT,0.65,"Section C, issue C2: the 58-simulation fit walked single-current candidates with “no consideration of fitting the obvious next structure — a second extra current” to absorb the systematic +7.5 P2 residual, and the selection criterion “silently switched” to P1 accuracy. Section C, issue C3: the composite H6 was never simulated although “one free run… would have either broken the claimed six-point reproduction… or confirmed it.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,C.8,Environment Interaction Failure,C,P4,1,PARTIAL,0.45,"Section C, issue C5: the isolation-filter diagnosis (“之前被阻止的原因是内容中包含的触发词”) was wrong — the trigger was the command form, and the /tmp probes “tested content words in a location that was never filtered, so they were vacuous”; “a false mechanism that happens to produce a working fix.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,D.3,Statistical Misuse,D,P3,2,HIT,0.75,"Section C, issue C7: “No variance handling anywhere upstream, and the σ-discipline that the grill supplied was applied to exactly one probe,” with verdicts consumed at ≤2σ margins on reps=1 data. Section E, issue E3: the disclaimer says sub-threshold cases should be CONTESTED yet flat REFUTED verdicts are delivered on a reps=1 observation; Section D, issue D3: the published interval “does not cover the agent's own first-listed silent premise.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,D.4,Method-Conclusion Disconnect,D,P1,1,PARTIAL,0.55,"Checklist row 14 (❌): §6's “判别不可执行” conclusion “doesn't follow: the raw arrays were in-context and yield 43.9% vs H6's ≤10%”. Section D, issue D2: the depol forecast anchor cites P2, “the wrong regime for an unconditioned forecast” — “the stated reason for it was not the run's actual support.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,E.1,Report-Code Traceability Gap,E,P1,2,HIT,0.7,"Checklist row 18 (❌) / Section E, issue E2: §9 cites “C16×slow_na=true” but “the runs at t144–t147 used htau=400… no C16×slow_na sim exists” (grep-verified). Checklist row 17 (⚠️) / Section C, issue C8: the identifiability claim “rests on a different construction than cited”; Section E, issue E5: the scored forecast “cannot be reproduced by a reader of the scored artifact.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,E.2,Overclaiming & Selective Narrative,E,P3,1,PARTIAL,0.5,"Section X, issue X1: “the epistemic weight rests one shelf lower than the report's ‘机制发现与反事实预报’ headline implies”; Section X, issue X2: in the depol forecast row “the model's actual depol failure is not mentioned in that row at all”; Section E, issue E4: “REPORT.md contains no trace that a failed declare occurred.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,F.1,Superficial Self-Review,F,P2,1,PARTIAL,0.5,"Section F, issue F3: the premise ledger written at t34 “was never read again” even though its P1 falsifier (“拟合残差持续>噪声”) fired on the P2 residual — “a premise ledger that is never re-audited is a plan, not a control.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,F.4,Uncorrected Self-Awareness,F,P2,2,HIT,0.85,"Section F, issue F2: the morphology falsifier handed over by attacks A0/A8 “ended as ‘undecided’” after only the ledger-route check, though the raw arrays sat in context; Section C, issue C4 says the labeled post-hoc computation “would have been legitimate, decisive, and free” but was not performed. Section F, issue F1 explicitly invokes iron rule 9: “this run addressed most of what it identified — the exceptions are exactly F2 and C3/C4.”"
qwen38max,2026-08-27-z_rebound__38max-direct-r1,unknown,X.3,Skeptical Reasoning Deficit,X,P2,1,PARTIAL,0.55,"Section C, issue C3: H6 was “registered LIVE (t187) on the strength of the grill subagent's unverified numerical claims,” and the report “treats a hypothesis-space claim as if it were a simulated fact.”"
